trial_num,min_blob_area,mog2_history,mog2_varThreshold,morph_kernel_size,gaussian_ksize,clahe_clip_limit,clahe_tile_grid_size,max_misses,association_threshold,Q,R,seq_8_car_success,seq_8_car_time,seq_8_garden_success,seq_8_garden_time,seq_8_hiding_success,seq_8_hiding_time,seq_8_saturated_success,seq_8_saturated_time,seq_8_crowd_success,seq_8_crowd_time,seq_8_birds_success,seq_8_birds_time,seq_8_depthwise_crossing_success,seq_8_depthwise_crossing_time,seq_8_quadrocopter_success,seq_8_quadrocopter_time,seq_8_selma_success,seq_8_selma_time,seq_8_trees_success,seq_8_trees_time,seq_8_soccer_success,seq_8_soccer_time,target_metric,metric_value,score_to_minimize,processed_seq,errors,frames,time_sec
1,408,228,80.17219,5,5,1.39990,"(12, 12)",5,42.85835,0.03471,25.43614,True,5.71947,True,7.39868,True,2.85275,True,2.67284,True,0.80286,True,2.80559,True,9.15929,True,1.92647,True,2.42207,True,6.68221,True,12.36557,idf1,0.07633,0.92367,,,5717,54.82899
2,375,757,10.07009,7,5,3.44661,"(8, 8)",2,90.59683,0.00364,23.63315,True,6.30728,True,2.69222,True,1.01195,True,1.77567,True,0.41668,True,1.37366,True,4.22401,True,1.42233,True,1.07792,True,3.07771,True,7.83885,idf1,0.05039,0.94961,,,5717,31.24791
3,488,263,18.15458,5,5,4.93292,"(12, 12)",9,110.03844,0.00573,17.45402,True,5.95575,True,2.44408,True,0.90607,True,1.71427,True,0.42565,True,1.37196,True,4.10662,True,1.31425,True,1.08399,True,2.89531,True,7.24980,idf1,0.07225,0.92775,,,5717,29.48894
4,474,494,44.68749,3,3,1.96410,"(16, 16)",7,129.14936,0.00047,87.34621,True,5.95751,True,2.39409,True,0.91432,True,1.67844,True,0.39360,True,1.30893,True,3.99954,True,1.18591,True,1.06147,True,2.84425,True,7.32504,idf1,0.09245,0.90755,,,5717,29.08573
5,132,629,48.26403,3,5,1.12525,"(16, 16)",6,74.39378,0.41384,149.54532,True,6.18039,True,2.56029,True,1.05026,True,1.88707,True,0.41546,True,1.41991,True,4.23947,True,1.36078,True,1.06276,True,3.01958,True,7.89964,idf1,0.04630,0.95370,,,5717,31.13076
6,197,499,56.87508,7,7,3.98928,"(12, 12)",7,145.65691,0.02341,66.05985,True,6.27156,True,2.37402,True,0.95081,True,1.55889,True,0.42342,True,1.39189,True,4.26003,True,1.20958,True,1.09912,True,2.94921,True,7.79105,idf1,0.07086,0.92914,,,5717,30.30475
7,183,216,11.40728,5,5,2.17395,"(8, 8)",4,113.91774,0.12137,127.10260,True,6.16891,True,2.76413,True,1.07022,True,2.09593,True,0.42820,True,1.44520,True,4.20093,True,1.68296,True,1.08838,True,2.88942,True,8.13051,idf1,0.04209,0.95791,,,5717,32.00626
8,467,556,92.34637,7,5,1.38164,"(12, 12)",7,108.24029,0.02032,65.82353,True,5.90524,True,2.13694,True,0.80400,True,1.35609,True,0.37878,True,1.24917,True,3.94792,True,0.99702,True,1.03239,True,2.76454,True,7.53756,idf1,0.09599,0.90401,,,5717,28.12842
9,303,368,97.45409,7,7,1.94394,"(8, 8)",2,113.83286,0.00027,96.27725,True,6.01985,True,2.16479,True,0.81776,True,1.38923,True,0.38990,True,1.31415,True,4.07350,True,1.05387,True,1.05142,True,2.81503,True,7.37052,idf1,0.11157,0.88843,,,5717,28.47837
10,141,727,52.78332,5,7,1.55733,"(12, 12)",6,50.38265,0.47868,125.79011,True,6.34098,True,2.51587,True,0.98448,True,1.75559,True,0.43088,True,1.40808,True,4.23766,True,1.27714,True,1.08233,True,3.01992,True,7.80244,idf1,0.05413,0.94587,,,5717,30.88650
11,363,716,66.19186,3,3,2.82614,"(8, 8)",5,135.41003,0.00184,37.58627,True,6.05470,True,2.35284,True,0.83576,True,1.64724,True,0.39717,True,1.32236,True,4.10988,True,1.13298,True,1.05006,True,2.89368,True,7.36193,idf1,0.15994,0.84006,,,5717,29.17979
12,210,735,34.49190,5,3,2.41028,"(8, 8)",3,91.76118,0.00780,143.10067,True,6.19478,True,2.51822,True,0.94770,True,1.69882,True,0.42345,True,1.35986,True,4.20665,True,1.28810,True,1.06362,True,3.00589,True,7.57695,idf1,0.06587,0.93413,,,5717,30.31210
13,171,271,25.14619,3,5,2.61534,"(8, 8)",4,55.85951,0.05221,146.77006,True,6.17537,True,2.86538,True,1.06870,True,2.34210,True,0.44710,True,1.44606,True,4.15618,True,1.61554,True,1.10655,True,2.93297,True,7.86163,idf1,0.04174,0.95826,,,5717,32.05812
14,117,798,34.01029,7,5,1.13220,"(12, 12)",7,110.08818,0.01181,97.83989,True,6.37345,True,2.68474,True,1.03707,True,1.75977,True,0.41685,True,1.41058,True,4.26230,True,1.39850,True,1.09314,True,3.00523,True,7.56374,idf1,0.05993,0.94007,,,5717,31.03940
15,299,515,17.27680,5,3,4.21256,"(12, 12)",10,74.85306,0.15368,162.69385,True,6.09032,True,2.59265,True,0.98048,True,1.82762,True,0.41487,True,1.37194,True,4.14861,True,1.49780,True,1.04173,True,2.92397,True,7.33716,idf1,0.06543,0.93457,,,5717,30.25614
16,118,456,72.62315,7,3,1.88096,"(16, 16)",8,68.58325,0.00024,188.99680,True,6.02367,True,2.30334,True,0.94015,True,1.50785,True,0.41095,True,1.34467,True,4.05710,True,1.17781,True,1.04083,True,2.84357,True,7.49305,idf1,0.05370,0.94630,,,5717,29.16802
17,229,462,85.39391,7,7,1.83629,"(12, 12)",8,53.56875,0.00048,196.70114,True,5.95686,True,2.15653,True,0.83722,True,1.41087,True,0.39908,True,1.31199,True,4.02791,True,1.07049,True,1.01883,True,2.80014,True,7.30721,idf1,0.07489,0.92511,,,5717,28.31768
18,282,283,99.66283,7,5,4.53055,"(8, 8)",4,112.54473,0.20165,173.41999,True,5.83824,True,2.24442,True,0.81274,True,1.36439,True,0.40099,True,1.27134,True,3.95695,True,1.02366,True,1.04013,True,2.75967,True,7.05838,idf1,0.07392,0.92608,,,5717,27.78927
19,232,721,86.58356,7,7,3.67595,"(12, 12)",5,142.51668,0.63139,67.52538,True,6.06026,True,2.21207,True,0.86099,True,1.40308,True,0.40377,True,1.33707,True,4.13537,True,1.07956,True,1.05405,True,2.85725,True,7.26924,idf1,0.09562,0.90438,,,5717,28.69473
20,187,440,50.35817,7,3,1.07230,"(12, 12)",3,70.80860,0.08027,148.37389,True,5.96937,True,2.27018,True,0.87585,True,1.50767,True,0.39543,True,1.28716,True,3.97013,True,1.14925,True,1.01420,True,2.77843,True,7.30229,idf1,0.05230,0.94770,,,5717,28.54484
21,365,800,100.00000,3,3,3.85460,"(8, 8)",4,63.57366,0.00011,15.00000,True,5.90222,True,2.29633,True,0.80773,True,1.48295,True,0.38719,True,1.25676,True,4.00656,True,1.06447,True,1.02167,True,2.79853,True,6.91989,idf1,0.07680,0.92320,,,5717,27.96576
22,366,785,95.84327,5,3,3.71605,"(8, 8)",8,147.27960,0.29468,15.78084,True,5.93358,True,2.24570,True,0.79251,True,1.37633,True,0.38313,True,1.24674,True,4.00123,True,1.02556,True,1.02144,True,2.76411,True,7.01820,idf1,0.13156,0.86844,,,5717,27.82843
23,362,100,69.56781,5,7,1.29772,"(12, 12)",8,150.00000,0.00023,93.10411,True,5.65575,True,2.00249,True,0.77109,True,1.35379,True,0.38401,True,1.21664,True,3.72928,True,1.02266,True,0.97158,True,2.57441,True,6.84610,idf1,0.03426,0.96574,,,5717,26.54474
24,500,791,69.90290,3,7,1.54831,"(8, 8)",2,134.16756,0.00092,66.39326,True,5.86909,True,2.21389,True,0.82544,True,1.49080,True,0.38429,True,1.25843,True,3.95319,True,1.07119,True,1.00108,True,2.72394,True,7.02896,idf1,0.12788,0.87212,,,5717,27.84032
25,372,591,75.04750,3,5,2.25874,"(8, 8)",9,129.31393,0.00091,15.00000,True,5.93432,True,2.24848,True,0.83360,True,1.52424,True,0.39097,True,1.27744,True,3.97211,True,1.09948,True,1.01696,True,2.76452,True,6.94407,idf1,0.17750,0.82250,,,5717,28.02651
26,189,111,100.00000,3,3,1.85142,"(16, 16)",5,131.48407,0.18728,15.00000,True,5.51357,True,2.05975,True,0.81164,True,1.43411,True,0.40661,True,1.22807,True,3.83635,True,1.07563,True,1.02642,True,2.62590,True,6.81495,idf1,0.05383,0.94617,,,5717,26.85234
27,479,593,86.22193,5,3,1.41611,"(8, 8)",3,139.16245,0.00971,160.78021,True,5.73767,True,2.11254,True,0.78403,True,1.35803,True,0.36691,True,1.21267,True,3.80438,True,0.97771,True,0.98599,True,2.65585,True,6.87741,idf1,0.14630,0.85370,,,5717,26.89222
28,259,605,100.00000,3,3,1.15543,"(8, 8)",7,129.84998,0.00018,15.00000,True,5.75781,True,2.12553,True,0.83283,True,1.49728,True,0.37246,True,1.23912,True,3.91628,True,1.06250,True,0.99637,True,2.71999,True,6.87244,idf1,0.12998,0.87002,,,5717,27.41436
29,467,800,71.31156,7,3,3.01896,"(8, 8)",10,150.00000,0.00075,27.61835,True,5.94491,True,2.22521,True,0.79432,True,1.35994,True,0.37864,True,1.24547,True,3.95158,True,1.01621,True,1.02629,True,2.75789,True,7.15202,idf1,0.14332,0.85668,,,5717,27.87270
30,418,557,72.34624,7,7,4.01324,"(8, 8)",10,150.00000,0.17318,15.00000,True,6.06660,True,2.28352,True,0.84042,True,1.43474,True,0.41153,True,1.30943,True,4.11368,True,1.07011,True,1.06084,True,2.87374,True,7.44433,idf1,0.12146,0.87854,,,5717,28.92727
31,361,634,80.61659,3,3,2.29550,"(8, 8)",10,150.00000,0.01739,83.15870,True,5.99426,True,2.28117,True,0.83738,True,1.56121,True,0.39809,True,1.30172,True,4.08577,True,1.10873,True,1.05415,True,2.84075,True,7.20943,idf1,0.18694,0.81306,,,5717,28.69402
32,224,800,74.60117,3,3,2.33533,"(8, 8)",10,150.00000,0.00037,115.88843,True,6.11539,True,2.38424,True,0.89000,True,1.70521,True,0.40921,True,1.33354,True,4.11418,True,1.22938,True,1.06955,True,2.94100,True,7.19814,idf1,0.12000,0.88000,,,5717,29.41304
33,391,681,100.00000,5,5,2.20860,"(8, 8)",10,150.00000,0.00120,15.00000,True,6.06694,True,2.16500,True,0.81966,True,1.38202,True,0.39263,True,1.27605,True,4.06880,True,1.02125,True,1.04150,True,2.81753,True,7.18192,idf1,0.12702,0.87298,,,5717,28.25133
34,367,800,76.86809,3,3,1.54551,"(8, 8)",8,150.00000,0.80000,71.03442,True,6.01886,True,2.26900,True,0.84348,True,1.55836,True,0.38810,True,1.28944,True,4.09965,True,1.09198,True,1.04308,True,2.83743,True,7.23900,idf1,0.13310,0.86690,,,5717,28.70022
35,466,597,77.70487,3,3,2.44430,"(8, 8)",7,150.00000,0.04891,24.19962,True,5.91559,True,2.29274,True,0.80868,True,1.52709,True,0.39267,True,1.28274,True,3.97955,True,1.10044,True,1.03138,True,2.80517,True,7.10062,idf1,0.11093,0.88907,,,5717,28.25686
36,365,620,78.19824,5,5,3.09676,"(8, 8)",10,150.00000,0.00093,134.10556,True,6.08718,True,2.26157,True,0.84565,True,1.44449,True,0.39514,True,1.29274,True,4.12028,True,1.07176,True,1.05665,True,2.85027,True,7.20737,idf1,0.14915,0.85085,,,5717,28.65364
37,494,789,45.36343,5,7,2.27197,"(16, 16)",7,26.94489,0.00015,74.22125,True,6.14276,True,2.39447,True,0.93916,True,1.48508,True,0.40068,True,1.27658,True,4.08736,True,1.16340,True,1.05207,True,2.88448,True,7.46223,idf1,0.10486,0.89514,,,5717,29.30923
38,310,571,67.30998,3,3,1.08493,"(8, 8)",7,147.84089,0.00077,145.58699,True,5.96021,True,2.26335,True,0.86900,True,1.61670,True,0.38539,True,1.29338,True,4.06887,True,1.10713,True,1.03374,True,2.77463,True,7.22209,idf1,0.07205,0.92795,,,5717,28.61552
39,343,800,72.50365,3,5,2.46259,"(8, 8)",10,30.57137,0.07761,192.06730,True,6.09924,True,2.33135,True,0.89035,True,1.60338,True,0.40312,True,1.32343,True,4.10113,True,1.21305,True,1.04108,True,2.89788,True,7.31054,idf1,0.17662,0.82338,,,5717,29.23742
40,328,123,82.52471,3,3,2.37673,"(8, 8)",8,131.52306,0.01013,191.99945,True,5.58875,True,2.14799,True,0.79932,True,1.47235,True,0.39952,True,1.27208,True,3.86196,True,1.11540,True,1.04920,True,2.62843,True,6.82520,idf1,0.10832,0.89168,,,5717,27.17873
41,351,766,80.10940,3,3,2.60937,"(8, 8)",10,149.18885,0.01207,15.00000,True,5.99235,True,2.32110,True,0.85532,True,1.57504,True,0.42255,True,1.30215,True,4.11721,True,1.12784,True,1.05481,True,2.85015,True,7.11735,idf1,0.18862,0.81138,,,5717,28.75605
42,339,736,86.48708,3,5,2.39361,"(8, 8)",8,150.00000,0.00011,75.79356,True,6.01247,True,2.27737,True,0.84878,True,1.54741,True,0.39342,True,1.30427,True,4.11533,True,1.11472,True,0.94243,True,2.73168,True,10.80854,idf1,0.07965,0.92035,,,5717,32.15809
43,133,752,75.91250,3,3,2.51449,"(8, 8)",9,58.28776,0.01170,139.61156,True,18.31359,True,8.06144,True,3.28438,True,6.06668,True,1.34089,True,4.22453,True,12.39290,True,4.87328,True,3.04708,True,9.49291,True,20.17877,idf1,0.06847,0.93153,,,5717,91.32029
44,355,705,55.29750,3,3,1.85405,"(8, 8)",9,25.00000,0.80000,51.12543,True,17.97553,True,8.00423,True,3.12727,True,5.32654,True,1.25022,True,3.72588,True,11.75228,True,4.27534,True,2.83464,True,8.16837,True,18.58529,idf1,0.13326,0.86674,,,5717,85.09046
45,381,370,75.27330,3,3,2.33814,"(8, 8)",10,69.15183,0.06851,15.00000,True,17.00202,True,7.41545,True,2.78823,True,4.80182,True,1.24917,True,3.63217,True,11.23236,True,3.77084,True,2.79882,True,8.05961,True,17.86515,idf1,0.14629,0.85371,,,5717,80.65317
46,355,308,12.07220,7,3,1.43895,"(8, 8)",9,150.00000,0.01184,114.82890,True,17.99702,True,8.17761,True,3.47205,True,5.44766,True,1.26500,True,3.85765,True,11.73347,True,5.12500,True,2.92854,True,8.19094,True,19.30807,idf1,0.09556,0.90444,,,5717,87.56799
47,358,775,77.10738,3,3,3.84961,"(8, 8)",9,52.65270,0.01142,126.05357,True,17.55277,True,6.99482,True,2.38029,True,4.69407,True,1.20258,True,3.46311,True,10.92421,True,3.88523,True,2.75853,True,8.24791,True,18.15834,idf1,0.18850,0.81150,,,5717,80.31920
48,353,740,77.67048,3,7,3.51476,"(8, 8)",10,67.30556,0.01223,167.28094,True,17.54255,True,7.21186,True,2.93931,True,4.82097,True,1.27160,True,3.74120,True,11.60809,True,3.92045,True,2.83846,True,8.28026,True,18.63950,idf1,0.11658,0.88342,,,5717,82.87619
